timestamp,bytes_sent,interval_bytes,goodput_mbps,snd_cwnd,rtt_us,rttvar_us,retransmits,lost,retrans,snd_ssthresh,unacked,sacked,pmtu,rcv_ssthresh
0.28911733627319336,291048,291048,8.053422288727296,40,88196,1430,0,0,0,2147483647,40,0,9001,56587
0.4893367290496826,1208552,917504,36.659945364003235,160,88159,52,0,0,0,2147483647,160,0,9001,56587
0.6895194053649902,3698920,2490368,99.523816779327,640,88387,88,0,0,0,2147483647,640,0,9001,56587
0.8896944522857666,9203944,5505024,220.0084010342701,3984,88382,50,0,0,0,2147483647,1856,0,9001,56587
1.0899641513824463,14971112,5767168,230.37605892505644,3984,88419,66,0,0,0,2147483647,1992,0,9001,56587
1.2901365756988525,20476136,5505024,220.0112835241834,3984,88318,41,0,0,0,2147483647,1901,0,9001,56587
1.490344524383545,25981160,5505024,219.9722453046004,3984,88310,53,0,0,0,2147483647,1901,0,9001,56587
1.6905059814453125,34369768,8388608,335.2736585010518,3984,88514,31,0,0,0,2147483647,1992,0,9001,56587
1.8906834125518799,39874792,5505024,220.0057806544363,3984,88449,62,0,0,0,2147483647,1901,0,9001,56587
2.0908870697021484,45379816,5505024,219.976960595402,3984,88409,66,0,0,0,2147483647,1901,0,9001,56587
2.2910728454589844,50884840,5505024,219.99660981654995,3984,88384,114,0,0,0,2147483647,1901,0,9001,56587
2.491239309310913,59273448,8388608,335.265272256811,3984,88342,75,0,0,0,2147483647,1992,0,9001,56587
2.691448211669922,64778472,5505024,219.97119748965213,3984,88288,59,0,0,0,2147483647,1901,0,9001,56587
2.891620635986328,70283496,5505024,220.0112835241834,3984,88282,46,0,0,0,2147483647,1901,0,9001,56587
3.09182071685791,75919592,5636096,225.21853040070502,3984,88394,35,0,0,0,2147483647,1901,0,9001,56587
3.292005777359009,84177128,8257536,329.99609378761534,3984,88349,37,0,0,0,2147483647,1901,0,9001,56587
3.4921839237213135,89682152,5505024,220.0049945526579,3984,88237,46,0,0,0,2147483647,1901,0,9001,56587
3.692368745803833,95187176,5505024,219.9976578736119,3984,88330,65,0,0,0,2147483647,1901,0,9001,56587
3.892575740814209,101347560,6160384,246.16058993066574,3984,88370,104,0,0,0,2147483647,1905,0,9001,56587
4.092775821685791,109211880,7864320,314.25841451261164,3984,88399,55,0,0,0,2147483647,1901,0,9001,56587
4.2929558753967285,114847976,5636096,225.2410625541581,3984,88296,38,0,0,0,2147483647,1901,0,9001,56587
4.4931440353393555,120353000,5505024,219.99398971758234,3984,88290,25,0,0,0,2147483647,1901,0,9001,56587
4.693331718444824,128086248,7733248,309.03991214787146,3984,88308,64,0,0,0,2147483647,1905,0,9001,56587
4.893578767776489,134115560,6029312,240.8749400352472,3984,88289,50,0,0,0,2147483647,1901,0,9001,56587
5.093756914138794,139620584,5505024,220.0049945526579,3984,88389,49,0,0,0,2147483647,1901,0,9001,56587
5.293937683105469,145125608,5505024,220.00211222753177,3984,88367,50,0,0,0,2147483647,1901,0,9001,56587
5.494107246398926,153383144,8257536,330.0216422171678,3984,88308,63,0,0,0,2147483647,1901,0,9001,56587
5.694274663925171,158888168,5505024,220.0167866692172,3984,88263,59,0,0,0,2147483647,1901,0,9001,56587
5.8944854736328125,164524264,5636096,225.20646145850466,3984,88419,50,0,0,0,2147483647,1901,0,9001,56587
6.0946948528289795,170291432,5767168,230.44546756620332,3984,89403,661,0,0,0,2147483647,1992,0,9001,56587
6.294902324676514,176845032,6553600,261.87234430454515,3984,88964,849,0,0,0,2147483647,1901,0,9001,56587
6.4950878620147705,184053992,7208960,288.09114168198477,3984,89120,249,0,0,0,2147483647,1901,0,9001,56587
6.695284128189087,189559016,5505024,219.98508184789517,3984,88269,134,0,0,0,2147483647,1901,0,9001,56587
6.8955018520355225,195064040,5505024,219.9615056745839,3984,88366,167,0,0,0,2147483647,1901,0,9001,56587
7.095660924911499,201879784,6815744,272.4130923297472,3984,88241,75,0,0,0,2147483647,1901,0,9001,56587
7.295848369598389,208826600,6946816,277.6124551013843,3984,88201,78,0,0,0,2147483647,1901,0,9001,56587
7.496017932891846,214331624,5505024,220.01442814477852,3984,88363,96,0,0,0,2147483647,1901,0,9001,56587
7.696207523345947,219836648,5505024,219.992417688158,3984,88314,79,0,0,0,2147483647,1901,0,9001,56587
7.896340608596802,227307752,7471104,298.6454334878386,3984,88341,77,0,0,0,2147483647,1901,0,9001,56587
8.096494674682617,233599208,6291456,251.46452922130726,3984,88322,145,0,0,0,2147483647,1901,0,9001,56587
8.296676635742188,239104232,5505024,220.00080210471353,3984,88309,104,0,0,0,2147483647,1902,0,9001,56587
8.496867895126343,244609256,5505024,219.9905836822249,3984,88316,132,0,0,0,2147483647,1901,0,9001,56587
8.697006702423096,252342504,7733248,309.1153826467503,3984,88273,109,0,0,0,2147483647,1988,0,9001,56587
8.897213459014893,258371816,6029312,240.92341747659242,3984,88292,136,0,0,0,2147483647,1901,0,9001,56587
9.097346544265747,263876840,5505024,220.0545299384074,3984,88262,119,0,0,0,2147483647,1901,0,9001,56587
9.297478437423706,270037224,6160384,246.25296459421455,3984,89754,2668,0,0,0,2147483647,1901,0,9001,56587
9.497596502304077,277377256,7340032,293.4280622546619,3984,88281,85,0,0,0,2147483647,1901,0,9001,56587
9.697731733322144,283144424,5767168,230.53084539540734,3984,88216,42,0,0,0,2147483647,1901,0,9001,56587
9.897894144058228,288649448,5505024,220.02229008955837,3984,93371,10240,0,0,0,2147483647,1901,0,9001,56587
10.098029375076294,295465192,6815744,272.44554455820867,3984,88352,109,0,0,0,2147483647,1901,0,9001,56587
10.298233985900879,302412008,6946816,277.5886517853139,3984,88398,252,0,0,0,2147483647,1901,0,9001,56587
10.49841833114624,307917032,5505024,219.99818190588758,3984,88273,111,0,0,0,2147483647,1901,0,9001,56587
10.698584079742432,313422056,5505024,220.01862111207353,3984,93312,10158,0,0,0,2147483647,1901,0,9001,56587
10.898747682571411,320237800,6815744,272.40692728031667,3984,88406,162,0,0,0,2147483647,1901,0,9001,56587
11.098870515823364,326922472,6684672,267.22276079647736,3984,88374,164,0,0,0,2147483647,1897,0,9001,56587
11.299061059951782,332689640,5767168,230.46714918964344,3984,89218,1590,0,0,0,2147483647,1903,0,9001,56587
11.49924087524414,338194664,5505024,220.00316033702114,3984,88349,156,0,0,0,2147483647,1901,0,9001,56587
11.69941234588623,345927912,7733248,309.06494217958505,3984,88377,69,0,0,0,2147483647,1901,0,9001,56587
11.89954924583435,351957224,6029312,241.0075104216336,3984,88543,91,0,0,0,2147483647,1901,0,9001,56587
12.09972596168518,357462248,5505024,220.0065667618324,3984,88405,65,0,0,0,2147483647,1902,0,9001,56587
12.299918413162231,362967272,5505024,219.9892736967087,3984,93486,10177,0,0,0,2147483647,1901,0,9001,56587
12.500062704086304,370831592,7864320,314.3460136160845,3984,88276,116,0,0,0,2147483647,1902,0,9001,56587
12.700201749801636,376729832,5898240,235.76568895564208,3984,88997,924,0,0,0,2147483647,1901,0,9001,56587
12.900370121002197,382234856,5505024,220.01573842989063,3984,88304,143,0,0,0,2147483647,1901,0,9001,56587
13.100560903549194,387739880,5505024,219.99110768079976,3984,88377,125,0,0,0,2147483647,1901,0,9001,56587
